cleanedV	Freq
bakari	1
bake	1
baku	1
balance	8
balanced	13
balanceddeficits	1
balancesa	1
balancethere	1
balancing	10
balconies	1
balcony	1
bald	7
baldwin	5
bale	1
ball	21
ballet	1
ballistic	1
ballot	24
ballots	6
ballpark	1
ballroom	8
balls	11
balmedie	2
baltimore	18
baltimores	1
ban	24
banana	1
band	1
bandits	1
bandon	2
bands	1
bandwagon	1
bandwidth	1
bangers	2
bangersampcriminals	1
bangladesh	1
bangor	4
bangs	2
bank	21
bankers	1
banking	1
bankrupt	38
bankruptabc	1
bankruptcies	1
bankruptcy	29
bankruptcynow	1
bankrupted	3
bankrupting	4
bankrutcy	1
banks	22
banksbut	1
banned	7
banner	2
banning	3
bannon	3
banter	1
bar	19
barack	47
barackobama	5
baracks	1
barb	1
barbara	16
barbaraget	1
barbaro	2
barcelona	1
barclay	1
barefoot	1
barely	3
bargain	2
bargained	1
bargaining	1
barking	2
barkleyfrance	1
barnesandnoblecom	1
barney	2
barnini	1
baron	1
barra	1
barrack	3
barraged	1
barrasso	1
barred	1
barrel	5
barrels	1
barrett	1
barricade	1
barrington	1
barron	4
barry	9
bartenders	1
bartlet	1
bartley	1
base	17
baseball	23
based	38
baseline	1
bases	10
basesknow	1
bash	4
bashar	1
bashed	2
bashers	1
bashes	1
bashing	4
bashir	1
bashirdont	1
basic	5
basically	2
basicsforget	1
basil	1
basis	10
basket	3
basketball	7
basketcase	1
bastard	3
bastards	2
bat	1
batali	1
bath	1
bathroom	1
bathrooms	1
batley	1
batman	3
baton	11
bats	3
battered	1
batteries	5
batting	1
battle	26
battlefield	2
battleground	4
battles	3
battleship	2
battling	2
baucus	1
baxter	1
bay	23
bayer	1
bball	1
bbc	5
bbc1	1
bbci	1
bc	30
bch	1
bcomes	1
bcs	1
bcuz	3
bcz	1
bday	8
bdrs	1
be	4203
beach	74
beaches	3
beachlots	1
beachs	1
beachside	1
beacons	2
beale	2
beaming	1
beams	1
bean	1
beand	1
beans	2
bear	11
beard	1
beast	2
beat	137
beatable	2
beaten	16
beater	1
beaterjust	1
beatiful	1
beating	29
beatrice	1
beats	15
beatshe	1
beau	1
beautiful	269
beautifully	4
beautifulthanks	1
beautifulthe	1
beauty	41
beautyno	1
beautyperson	1
beautythanks	1
became	32
because	420
becca	2
beck	8
beckel	1
beckham	1
becki	1
becky	1
become	133
becomes	17
becoming	33
becos	1
becuse	1
becuz	1
bed	8
bedford	1
bedlam	1
bedminister	2
bedminster	25
bedserta	1
bee	1
beef	3
been	581
beepee2004	1
before	219
beg	5
begala	1
began	5
begets	2
beggars	2
begged	11
begging	22
begich	1
begin	21
beginniing	1
beginning	66
beginningkeep	1
beginnings	1
begins	23
begs	4
begun	10
behal	1
behalf	18
behar	2
behave	2
behaved	1
behaving	1
behavior	8
behaviour	1
beheaded	4
beheading	6
behind	62
behinddonaldtrump	1
behindthescenes	1
behindvote	1
behold	1
beholden	3
bei	1
beijing	3
being	482
beings	1
beit	1
belated	3
beleive	1
belgians	1
belichek	1
belichick	6
belichicks	1
belief	5
beliefs	3
beliefwow	1
believable	5
believe	307
believed	2
believedwhen	1
believer	7
believers	1
believes	22
believethey	1
believing	5
belileve	1
belittle	6
belittling	1
bell	1
bella	1
bellwether	1
belmont	1
belong	8
belongout	2
belongs	9
beloved	2
below	9
belt	4
beltran	1
belts	1
bemoan	1
ben	42
bencarsons	1
bench	2
benched	1
bencongratulations	1
bend	6
bends	1
beneath	2
benediction	1
benefactor	6
beneficiary	2
benefit	20
benefiting	5
benefits	13
benefitted	1
benefitting	1
benevolent	1
bengals	1
benghazi	58
benjamin	18
bennis	1
bens	1
bent	1
bergdahl	13
bergdahls	1
bergdhal	1
berghdal	1
berglund	2
berkeley	1
berlin	2
bernanke	1
bernardino	1
bernice	1
bernie	84
bernies	3
berniesanders	2
berra	1
berrien	1
berry	1
bes	1
beside	1
besides	13
best	848
bestavailable	1
bestnow	1
bests	1
bestseller	4
bestselling	1
bestthx	1
bet	56
betas	1
beth	1
bethpage	5
betray	3
betrayed	2
betrays	1
bette	1
better	467
betteri	1
betterjust	1
betterno	1
betterthank	1
betting	3
bettis	1
bettor	1
betw	1
between	52
beverly	2
beware	2
beyoncé	1
beyond	34
bezos	1
bff	1
bho	2
bhos	1
bias	12
biased	53
biasedhates	1
biasedthey	1
biasfree	1
bibi	1
bible	6
bibles	1
bid	20
bidding	5
biden	14
bidens	5
bids	2
bieber	1
big	816
bigger	63
biggerjust	1
biggest	101
biggies	2
bigif	1
bigot	2
bigotry	1
bigots	2
bigs	1
bigsi	1
bigthink	1
bigtime	1
bigtimethey	1
biid	1
bike	5
biker	1
bikers	3
bikinis	1
bilevel	1
bill	163
billary	1
billiions	1
billings	1
billioanire	1
billion	75
billionaire	62
billionairea	1
billionaireand	1
billionaires	6
billionis	1
billions	47
billionscut	1
billionszero	1
billionthese	1
bills	45
billslets	1
billy	5
billyou	1
biloxi	2
bimbo	4
bin	23
bind	1
binding	3
binds	1
bio	3
biography	1
biologist	1
bipartisan	1
bird	24
birdie	1
birdies	1
birdkilling	3
birds	19
birdsbats	1
birmingham	2
birth	32
birthday	156
birthdayalways	1
birthdaycoincidence	1
birthdays	2
birther	4
birthers	2
birthplace	4
birthright	1
births	1
bishop	2
bishopnbc	1
bit	19
bitch	1
bite	4
bites	1
biting	1
bitter	2
bittersweet	1
bitthanks	1
biweekly	1
biz	9
bizarre	1
bizman	1
bizminded	1
bizz	1
bk	1
black	33
blackdog	12
blackish	2
blackmailed	1
blackout	1
blackouts	1
blacks	3
blacksif	1
blade	1
blades	3
blah	2
blair	3
blake	2
blame	26
blamed	5
blames	3
blaming	4
bland	2
blangiardo	1
blank	6
blanket	1
blanketing	1
blasio	2
blast	4
blasted	2
blasting	3
blasts	9
blatant	3
blatantly	3
blaze	2
blazingthis	1
bldg	3
bldgs	2
bleak	1
bleeding	4
blend	1
bless	53
blessed	6
blesses	1
blessing	2
blessings	5
blew	25
blewup	1
blighted	1
blind	11
blindbe	1
blinders	2
blindfold	1
blindly	1
blip	6
bliss	2
blitz	1
blitzer	4
blizzard	1
bloated	3
block	12
blockbuster	1
blockbusters	1
blocked	6
blocking	3
blocks	1
blog	16
blogger	4
bloggers	4
blonde	1
blood	7
bloodand	1
bloodbath	1
blooded	1
bloody	1
bloomberg	19
blow	25
blower	1
blowhard	2
blowing	10
blown	10
blows	6
blowup	1
blt	2
bludgeoning	2
blue	86
bluecollar	1
blueprint	1
bluffing	1
bluffs	5
bluffswe	1
bluffton	1
blumenthal	2
blunt	2
bluntness	1
blurted	1
bns	1
bo	2
board	32
boarded	1
boarder	2
boarders	1
boardgop	1
boarding	2
boardroom	58
boardrooms	1
boardroomscan	1
boardroomthat	1
boards	1
boast	3
boasting	2
boasts	4
boat	3
bob	38
bobbie	1
bobbing	1
bobby	18
bobic	1
boca	1
bocelli	1
bodies	2
body	10
bodyguards	2
bodyslam	1
boehner	7
boeing	11
bofa	1
bogey	1
bogged	1
boggling	1
bogus	2
boise	1
bold	12
boldand	1
bolder	1
boldest	1
boldly	2
boldness	1
boldy	1
bolling	2
bomb	15
bombardment	2
bombed	17
bombedbad	1
bomber	7
bombernow	1
bombers	1
bombing	8
bombings	3
bombs	1
bombshell	5
bonanza	2
bonaparte	2
bond	2
bone	4
bonehead	1
bongino	1
bonnie	1
bono	1
bonus	2
bonuses	2
boo	1
booed	1
booing	1
book	242
bookavailable	1
booked	6
booker	1
booketc	1
booking	3
bookings	1
bookkeychain	1
booklet	2
bookreally	1
books	64
bookssuper	1
booksthanks	1
bookstores	1
boom	8
booming	4
boondoggle	2
boone	6
boost	6
boosting	1
boot	5
booth	2
booths	1
bordeaux	1
border	146
borderits	1
borderland	1
borderless	1
borderline	1
borderplease	1
borders	55
borderscommon	1
bore	2
bored	5
boria	1
boring	86
boris	1
born	44
boroughs	1
borrow	9
borrowed	4
borrowing	10
borscht	1
boss	30
bosses	16
bossesi	1
bosseslobbyists	1
bossie	1
bosss	1
boston	43
bostonmust	1
bostonrhode	1
bostons	1
botanicals	1
both	171
bother	5
bothered	4
bothgreat	1
botox	4
bottle	2
bottled	1
bottles	1
bottlewould	1
bottom	10
bottomless	1
boudin	2
bought	81
boughtis	1
bounce	1
bounces	1
boundless	2
bounds	1
bountiful	1
bout	2
boutique	1
bow	3
bowden	1
bowe	3
bowed	1
bowing	3
bowl	17
bowling	1
bowls	3
bows	1
bowsand	2
box	13
boxed	1
boxer	2
boxes	1
boxing	5
boxingit	1
boy	21
boycott	29
boycotted	1
boycotting	3
boyfriend	3
boyle	1
boynton	1
boys	15
boytrump	1
bozo	1
bp	3
bracing	1
bracket	1
bracketing	1
brackets	1
brad	2
bradlee	1
bradley	2
brady	34
bradynew	1
bradys	2
brag	1
bragging	2
brain	15
braindead	2
brainer	1
brainpower	5
brains	13
brainwashed	1
braley	3
branch	3
brand	81
brande	4
brandeis	1
brandi	13
brandiglanville	1
branding	4
brandon	2
brands	1
brandthats	1
brandy	1
brasher	1
brass	2
brat	2
braun	2
brava	4
brave	30
bravely	1
bravery	2
braves	1
bravest	2
bravo	6
bravosir	1
brazen	1
brazil	5
brazile	3
brazilian	1
breach	1
breached	1
bread	2
breadth	1
break	21
breakdown	5
breakdowns	1
breakers	1
breakfast	6
breaking	27
breakout	2
breaks	8
breakthrough	1
breakthroughs	1
breast	5
breath	7
breathe	3
breathing	2
breathtaking	6
breathtakingly	1
breathtakingproud	1
breed	1
breeds	12
brees	1
breeze	1
breitbart	11
breitbartnews	1
breitbarttotal	1
brekkie	1
brenda	1
brennan	1
brent	2
bret	18
brets	1
brett	2
brevity	3
brewer	4
brewing	1
brexit	9
brian	30
brianare	1
brianna	1
brianthanks	1
briarcliff	5
bribe	2
bribed	1
bribery	2
brick	1
bricks	1
bridge	17
bridgeport	1
bridges	5
bridgestone	1
bridgewater	1
brie	1
brief	1
briefed	2
briefing	1
briefings	4
brigade	1
bright	10
brighter	1
brightest	5
brigid	1
briliant	1
brilliance	2
brilliant	58
brilliantly	1
bring	179
bringing	40
brings	29
brinkley	1
brinks	1
brioni	1
bristol	1
brit	1
britain	10
britains	1
british	17
britney	1
brits	1
brittle	1
bro	4
broad	2
broadcast	10
broadcasting	7
broadcasts	1
broaddrick	1
broader	2
broadly	1
broadshouldered	1
broadway	5
broadwells	1
brody	3
brokaw	2
broke	14
broken	31
brokerage	1
brokering	1
brokesaid	1
brolin	1
bronsonno	1
bronx	14
bronxs	1
bronze	1
brooklyn	3
brooklyns	1
brooks	3
brother	28
brotherhood	29
brotherhoods	1
brothers	13
brotherswow	1
brought	44
brown	4
browse	1
brubeck	1
bruce	8
bruckheimer	1
bruh	1
bruising	1
brunch	3
bruni	1
bruno	1
brunt	1
brussels	5
brutal	14
brutally	6
bryan	2
bryant	15
bryce	2
bryon	1
brzezinski	1
bs	23
bsand	1
bser	1
bss	1
btw	6
btwn	1
bubba	3
bubble	3
buch	1
buchanan	2
buck	1
bucket	9
buckeye	2
buckle	2
buckley	1
buckminster	1
bucks	1
bud	2
buddies	1
budding	1
buddy	1
budget	81
budgets	3
buffalo	32
buffet	4
buffett	11
buffettkraviszell	1
buffoon	3
bug	1
build	114
builder	8
builderi	1
builders	2
buildilng	1
building	161
buildings	28
buildingsso	1
buildingthanks	1
buildingtrump	1
buildingwashington	1
builds	9
buildup	4
built	59
builtbut	1
builti	1
builtit	1
buisnessman	1
bulbsa	1
bulgers	1
bull	10
bullet	2
bullied	5
bullies	5
bullshit	13
bullshitpop	1
bullsht	1
bullst	1
bully	8
bullying	1
bumgarner	1
bummerplease	1
bump	7
bumper	2
bumpi	1
bumps	1
bumpsthink	1
bunch	5
bunches	1
bundle	1
bundlers	3
bungled	1
bungling	1
bunker	1
bunkered	1
bunkers	4
bunny	2
bunt	1
burden	2
burdens	1
bureau	1
bureaucracy	1
bureaucrat	1
bureaucratic	1
bureaucrats	1
buren	1
burials	2
burke	3
burlington	5
burn	5
burned	4
burner	1
burnett	5
burning	6
burns	2
burnwhat	1
burt	1
bury	2
burying	3
bus	11
busan	1
buses	1
busey	4
buseyism	1
buseyisms	3
buseyland	1
bush	216
busha	1
bushbut	1
bushes	8
bushhe	2
bushie	1
bushobama	1
bushobamatrump	1
bushs	15
bushsall	1
bushspent	1
bushy	6
busines	1
busineses	1
business	415
businesscall	1
businesses	38
business️he	1
businesshes	1
businessimagine	1
businessman	60
businessmen	9
businesspeople	2
businesspolitics	1
businesss	2
businessso	1
businessterminate	1
businessthe	2
businesswoman	1
buss	2
bussinesman	1
bust	10
busted	3
busting	2
busy	26
busybut	1
but	1187
butch	1
butcher	1
butler	2
butmuch	1
butt	3
button	2
buy	125
buyer	3
buyers	11
buygood	1
buying	39
buys	11
buyt	1
buzz	5
buzzed	1
buzzer	1
buzzes	1
buzzfeed	2
buzzing	1
by	1675
bydjtrump	22
bye	3
byrd	1
byrne	1
bystanders	1
bytrump	1
c	35
ca	20
cabanas	2
cabinet	9
cable	14
cabrera	1
cabrerra	1
caddell	1
caddy	3
cadell	1
cadets	1
cadillac	15
cadillacsit	1
caesar	3
caesars	3
cafe	1
cahill	3
cain	2
cairo	1
cajole	1
cajones	1
cake	3
cal	1
calamity	2
calculate	2
calculated	3
calendar	4
calendars	1
calenders	1
caliber	3
california	47
californiaour	1
californiatomorrow	1
call	144
called	144
caller	2
calling	52
callins	1
calljust	1
calls	53
callshes	1
callthey	1
calm	11
calmed	1
calmer	1
calmly	1
calvin	1
cam	1
came	76
cameo	3
cameos	1
camera	8
cameraman	1
cameras	6
camerayoure	1
cameron	3
camerota	1
camo	1
camp	8
campaign	279
campaigned	6
campaigner	1
campaignhis	1
campaigning	28
campaigns	6
campaigntodate	1
campaigntrump	1
campaing	1
campanella	2
camper	1
camps	1
cams	1
camus	1
can	1180
canada	49
canadaand	1
canadamiss	1
canadamy	1
canadas	4
canadian	21
canadianborn	1
canadians	6
canard	1
cancel	15
canceled	6
canceledno	1
canceling	2
cancellation	1
cancellations	1
cancelled	20
cancelling	4
cancels	1
cancer	22
cand	1
candidacy	21
candidate	165
candidates	82
candidatesdo	1
candidatesespecially	2
candidatestold	1
candor	3
candy	1
candywe	1
canidate	1
canned	4
cannon	2
cannons	1
cannot	107
cans	1
cant	672
canthats	1
canton	2
cantor	1
cantors	2
cantyou	1
cantyoure	1
canuck	1
canvas	1
canyon	1
cap	7
capabilities	2
capability	8
capable	16
capabletrump	1
capacity	7
cape	1
capital	19
capitalism	8
capitalist	4
capitalistic	1
capitalize	1
capitalized	2
capitol	6
capitulated	3
caps	5
capt	1
captain	11
captainpilot	1
caption	1
captivates	1
captivating	1
capture	4
captured	3
capturing	1
car	15
carare	1
carbon	13
carbonintensive	1
card	37
cardenas	1
cardin	1
cardinal	2
cardinals	1
cardinalsgreat	1
cards	18
cardsthey	1
care	154
cared	1
career	51
careers	5
carefree	1
careful	47
carefuldonaldtrump	1
carefully	3
caregiver	1
caregivers	1
careless	4
carelove	1
cares	37
careskeep	1
careswhen	1
cargo	1
caring	8
carjacking	1
carl	7
carli	1
carlos	8
carlson	1
carlsson	1
carlton	3
carly	13
carlyfiorina	1
carlyi	1
carmel	2
carmine	1
carnage	1
carnegie	11
carney	1
carolina	141
carolinain	1
carolinas	4
carolinated	1
caroline	1
carolla	2
carpet	5
carrick	1
carried	5
carrier	10
carriers	3
carries	1
carroll	1
carry	11
carrying	9
cars	12
carsen	1
carson	79
carsongreat	1
carsonjust	1
carsons	2
carswe	1
carswell	1
cartel	2
cartels	4
carter	39
carteresque	1
carters	4
cartersept26	1
cartoon	2
cartoons	1
carts	1
caryl	1
casa	2
casandraits	1
case	79
cases	8
casey	1
caseymelissa	1
cash	25
cashier	1
cashrun	1
casino	5
casinos	1
cast	68
castillo	1
casting	11
castles	1
castro	3
casts	1
casualties	2
casualty	1
cat	3
cataclysmic	1
catalyst	2
catastrophe	10
catastropheor	1
catastrophic	3
catch	22
catcher	2
catches	1
catching	2
categories	1
category	7
cater	1
catered	1
cathedral	1
cathie	1
catholic	9
catholics	3
cathy	2
cato	1
cats	1
caucus	24
caucusgoers	1
caught	43
caughtstupid	1
causa	1
cause	41
causecheck	1
caused	23
causedstupidity	1
causehe	1
causes	6
causescharities	1
causing	7
cautious	4
cautiously	1
cave	2
caveat	1
caved	1
cavemen	1
cavuto	8
cbn	1
cbo	12
cbs	38
cbss	1
cbswashdc	1
cc	11
ccolvinj	1
cd	1
cdc	7
ceasefire	1
ceases	2
cecily	2
cedar	8
ceder	1
ceiling	25
ceilingbe	1
ceilingbut	1
ceilingi	1
ceilingmake	1
ceilings	1
ceilingscary	1
celeapprentice	1
celeb	18
celebapp	1
celebrate	28
celebrated	6
celebrates	2
celebrating	16
celebration	11
celebrations	4
celebrationshappy	1
celebrators	1
celebraty	1
celebrities	19
celebrity	265
celebritybusiness	1
celebritys	1
celebs	3
cell	6
cellphone	3
cemetery	1
censorship	1
census	2
cent	4
center	62
centers	2
centerthen	1
central	43
centre	5
cents	11
century	8
ceo	20
ceohe	1
ceos	7
cept	1
ceremonies	1
ceremony	14
ceremonyfantastic	1
certain	24
certainam	1
certainly	23
certainty	1
certificate	28
certificatei	1
certified	3
cguard	1
cgxs	1
ch	1
cha	1
chafee	1
chafey	1
chain	1
chains	1
chair	10
chairing	1
chairman	17
chairs	2
chakraborty	1
chalian	1
chalita	1
chalk	1
chalkboard	1
challenge	33
challengeand	1
challenged	3
challenger	1
challenges	18
challenging	6
chamber	3
champ	9
champagne	1
champion	144
champions	15
championship	43
championshipfantastic	1
championships	14
championshipss	1
championsip	1
champs	1
chance	122
chancellor	2
chancemake	1
chances	9
chancesome	1
chandler	1
changd	1
change	217
change100	1
changebecause	1
changed	39
changeits	2
changenow	1
changer	6
changes	19
changesince	1
changetaxes	1
changethe	1
changethey	1
changeur	1
changing	26
channel	18
channeling	1
channels	3
chant	2
chanting	3
chants	2
chao	1
chaos	7
chapo	6
chapos	1
chapter	3
chapters	1
character	19
characteristics	1
characters	3
charades	3
charge	31
charged	7
chargeeverything	1
charges	16
chargeschina	1
charging	1
charisma	3
charitable	8
charities	15
charitiesand	1
charity	101
charity13	1
charitya	1
charityand	1
charityfor	1
charitys	1
charlatan	2
charle	1
charles	12
charleston	7
charlestonmount	1
charlie	5
charlotte	32
charlottesville	10
charlottesvillevirginia	1
charm	1
chart	1
charts	1
chase	5
chat	3
chatter	1
chattering	1
chatting	1
chavez	6
cheap	14
cheaper	6
cheapest	3
cheat	10
cheated	6
cheater	2
cheaters	2
cheating	8
cheatswith	1
chechnya	1
chechnyan	1
check	124
checked	7
checker	2
checkers	1
checking	14
checkout	1
checks	14
cheek	1
cheer	1
cheering	3
cheerleading	1
cheers	5
cheese	1
chef	4
chefs	1
chelsea	3
chelseas	1
chelseayou	1
chemical	4
chemistry	4
chemo	1
chen	3
cheney	2
cheneys	1
cher	2
cheri	1
cherish	4
chers	1
cheryl	3
chess	5
chester	1
chesterfield	1
chesterunreal	1
chevy	2
chewing	1
chi	3
chic	1
chicago	164
chicagoadds	1
chicagoby	1
chicagopeanuts	1
chicagos	5
chicken	2
chickenshit	1
chidlren	1
chief	32
chiefs	7
child	20
childcare	3
childhood	2
childish	2
childishly	1
children	68
childrenjust	1
childrens	15
childs	1
chill	3
chills	1
chin	3
china	423
chinaand	2
chinachina	1
chinai	3
chinajust	1
chinalike	1
chinamy	1
chinanever	1
chinas	40
chinavery	1
chinese	72
chinesetremendous	1
chip	1
chitown	2
chocolate	1
choice	84
choiceand	1
choices	12
choir	1
choke	3
choked	9
choker	8
chokes	2
choking	1
choo	1
chooall	1
choose	25
chooses	3
choosing	3
chop	2
choppa	1
chopper	1
chopping	2
chopsticks	1
chose	5
chosen	11
chozick	1
chris	79
chriscassidybh	1
chrischristie	2
chrissy	1
christ	1
christhanks	1
christi	1
christian	23
christianity	1
christianitychrist	1
christians	15
christie	18
christierubiobush	1
christine	3
christmas	70
christmashowever	1
christmasmy	1
christopher	2
chronic	1
chronicle	1
chrysler	7
chryslers	1
chuck	35
chuckvery	1
chuckyou	1
chugging	1
chump	2
chumps	1
church	13
churchill	34
churchillian	1
cia	17
cigars	1
cillizza	2
cincinnati	14
cindy	2
circle	1
circled	2
circles	2
circlesreally	1
circuit	1
circuited	2
circuits	1
circular	1
circulated	1
circulating	1
circulation	16
circumstances	6
circus	3
cirque	1
cissy	1
citadel	1
citation	1
cite	2
cited	1
citi	1
cities	19
citizen	20
citizens	20
citizenscontinued	1
citizenshes	1
citizenship	11
citizin	1
city	146
cityand	1
citycasting	1
citymy	1
citys	10
cityscape	1
citysold	1
civic	3
civil	14
civilian	2
civilians	4
civilization	4
civilized	1
ck	2
claim	8
claimed	7
claiming	5
claims	38
claire	1
clairvoyant	1
clamor	1
clamps	1
clan	2
clapper	1
clare	8
claremont	1
clarence	1
clarification	1
clarified	3
clark	3
class	106
classact	1
classes	3
classic	15
classical	1
classier	1
classiest	3
classifie	1
classified	11
classify	2
classless	1
classmate	2
classmates	2
classroom	1
classy	21
claus	1
clay	1
clayton	1
clean	36
cleaned	1
cleaner	2
cleaners	1
cleaning	5
clear	35
clearance	1
cleared	1
clearly	28
cleaver	1
clemency	1
clemens	2
clement	1
clemson	2
clerks	1
cleveland	20
clevelandshe	1
clever	1
cliché	1
clichè	1
click	4
client	4
clients	9
cliff	18
cliffand	1
clifton	1
climate	47
climb	2
climber	1
climbing	1
climbs	1
clinch	1
clinched	1
cling	1
clint	9
clinton	360
clintonampbush	1
clintonan	1
clintonbut	1
clintonkaine	2
clintonmy	1
clintonobama	1
clintons	45
clip	20
clippers	3
clips	3
clive	3
clock	5
clockwork	1
clogging	2
close	94
closed	11
closeesp	1
closely	9
closer	10
closes	2
closest	4
closet	6
closethey	1
closing	20
closures	1
clothed	1
clothes	1
clothing	6
cloud	1
clouds	1
clout	4
clovis	2
clown	24
clowney	1
clownish	1
clowns	15
clownstick	3
clownyes	1
club	147
club4growth	1
clubbedminster	1
clubgoers	1
clubhappy	1
clubhead	1
clubhouse	8
clubit	1
clublos	1
clubpalm	1
clubs	6
clue	37
cluebad	1
cluegrossly	1
cluehe	1
clueless	16
clues	2
clumsy	1
clutch	1
clutter	1
cm	2
cma	1
cmon	3
cnbc	14
cnbcespecially	1
cnbcs	3
cnbcshe	1
cnet	1
cnmi	1
cnn	92
cnnbeing	1
cnnibn	1
cnnorc	2
cnns	2
cnnwmur	1
cnsnews	1
co	9
co2	1
coach	30
coached	1
coaches	4
coal	22
coalescing	1
coalfields	1
coalition	9
coalitions	1
coarse	2
coast	24
coastline	7
coastlines	1
coasts	3
coat	2
coating	4
coats	1
coca	1
cocaine	2
cochair	1
cochrane	1
cock	1
cockpit	1
cocktail	1
cocktails	1
coddle	1
coddles	1
code	10
codemakes	1
codes	2
cody	1
coexist	1
coffee	5
coffers	1
coffin	1
cofounders	1
cohen	3
cohens	1
coherent	2
cohesivness	1
cohost	3
cohosted	2
cohosting	6
coincidence	12
coincidencemichelle	1
coined	2
coke	5
cokehead	2
cokie	3
coking	3
col	1
cola	1
colby	1
cold	34
colder	2
coldest	10
colenevery	1
colin	6
coliseum	1
collapse	12
collapsed	1
collapsing	4
collar	9
collarpoor	1
collateral	1
colleagues	1
collect	6
collected	2
collecting	1
collection	59
collectionits	1
collections	4
collector	2
collects	2
colleen	1
college	63
colleges	1
collegevery	1
collins	4
collision	1
collude	2
colluded	1
collusion	2
cologne	6
colognedeodorant	1
colombia	2
colony	1
color	3
coloradans	1
colorado	47
coloradobring	1
colorful	1
colorit	1
colors	2
colours	1
colts	3
columbia	10
columbus	9
column	10
columnist	4
com	1
combat	9
combating	1
combative	1
combed	1
combination	16
combine	2
combined	15
combinedhes	1
combo	2
combohe	1
combustible	1
comcast	1
come	252
comeback	18
comebacks	2
comedian	7
comedians	1
comedic	1
comedy	6
comes	81
comeuppance	1
comey	3
comfort	5
comfortable	4
comforttheir	1
comic	1
comin	1
coming	160
comingjust	1
comm	4
command	5
commandants	3
commander	14
commanderinchief	9
commanding	2
commando	1
commands	2
commencement	1
commend	2
commendable	1
comment	21
commentary	17
commentator	5
commentators	2
commented	3
commenting	5
comments	64
commentsdo	1
commentthank	1
commerce	4
commercial	18
commercialfree	1
commercials	13
commercialsboring	1
comming	1
commish	1
commission	8
commissioned	1
commissioner	13
commissions	5
commit	3
commitment	7
committed	11
committee	27
committees	1
committeewoman	1
committing	1
commodity	7
common	64
commoneconomic	1
commonly	4
commonsense	1
communicate	2
communicating	2
communication	7
communications	3
communicators	1
communism	1
communist	4
communities	8
community	37
communitythey	1
commute	1
comp	1
companies	40
company	64
companyso	1
comparable	1
compare	4
compared	18
comparing	2
comparison	6
compassion	1
compassionate	6
compassionless	1
compelling	1
compensation	1
compete	16
competed	2
competence	4
competent	8
competing	4
competition	25
competitionevery	1
competitiors	1
competitive	11
competitiveness	5
competitor	14
competitornothing	1
competitors	7
complacency	1
complacent	4
complain	6
complainers	1
complaining	11
complainingthen	1
complains	2
complaint	3
complaints	8
complement	3
